,Enhancer_region,Gene
13808,chr13-83884683-83885582,Jmjd1c
13809,chr13-83884683-83885582,Nrbf2
13810,chr13-83884683-83885582,Gm49454
13811,chr13-83884683-83885582,Egr2
13812,chr13-83884683-83885582,Ado
13813,chr13-83884683-83885582,Gm32364
13814,chr13-83884683-83885582,Gm49766
13815,chr13-83884683-83885582,Zfp365
13816,chr13-83884683-83885582,4930521O17Rik
13817,chr13-83884683-83885582,Rtkn2
13818,chr13-83884683-83885582,Gm16212
13819,chr13-83884683-83885582,Arid5b
13820,chr13-83884683-83885582,Cabcoco1
13821,chr13-83884683-83885582,Tmem26
13822,chr13-83884683-83885582,Rhobtb1
13823,chr13-83884683-83885582,A930033H14Rik
13824,chr13-83884683-83885582,Cdk1
13825,chr13-83884683-83885582,Ank3
13826,chr13-83884683-83885582,Ccdc6
13827,chr13-83884683-83885582,Mrln
13828,chr13-83884683-83885582,Slc16a9
13829,chr13-83884683-83885582,Gm47946
13830,chr13-83884683-83885582,Fam13c
13831,chr13-83884683-83885582,Phyhipl
13832,chr13-83884683-83885582,Gm48021
13833,chr13-83884683-83885582,Gm48022
13834,chr13-83884683-83885582,4930533K18Rik
13835,chr13-83884683-83885582,Bicc1
13836,chr13-83884683-83885582,Gm48025
13837,chr13-83884683-83885582,Tfam
13838,chr13-83884683-83885582,Ube2d1
13839,chr13-83884683-83885582,Gm34376
13840,chr13-83884683-83885582,Cisd1
13841,chr13-83884683-83885582,Ipmk
13842,chr13-83884683-83885582,Gm34544
13843,chr13-83884683-83885582,Gm34609
13844,chr13-83884683-83885582,Zwint
13845,chr13-83884683-83885582,A330049N07Rik
13846,chr13-83884683-83885582,Pcdh15
13847,chr13-83884683-83885582,Gm15398
13848,chr13-83884683-83885582,Gm15397
13849,chr13-83884683-83885582,Rsph14
13850,chr13-83884683-83885582,Gnaz
13851,chr13-83884683-83885582,Rab36
13852,chr13-83884683-83885582,Bcr
13853,chr13-83884683-83885582,Specc1l
13854,chr13-83884683-83885582,Adora2a
13855,chr13-83884683-83885582,Gucd1
13856,chr13-83884683-83885582,Upb1
13857,chr13-83884683-83885582,Snrpd3
13858,chr13-83884683-83885582,Lrrc75b
13859,chr13-83884683-83885582,Ggt1
13860,chr13-83884683-83885582,Ggt5
13861,chr13-83884683-83885582,Susd2
13862,chr13-83884683-83885582,Cabin1
13863,chr13-83884683-83885582,Ddt
13864,chr13-83884683-83885582,Gstt3
13865,chr13-83884683-83885582,Gstt1
13866,chr13-83884683-83885582,Gstt2
13867,chr13-83884683-83885582,Mif
13868,chr13-83884683-83885582,Derl3
13869,chr13-83884683-83885582,Smarcb1
13870,chr13-83884683-83885582,Mmp11
13871,chr13-83884683-83885582,Chchd10
13872,chr13-83884683-83885582,Gm867
13873,chr13-83884683-83885582,Vpreb3
13874,chr13-83884683-83885582,Gm5134
13875,chr13-83884683-83885582,Zfp280b
13876,chr13-83884683-83885582,Slc5a4b
13877,chr13-83884683-83885582,Gm16222
13878,chr13-83884683-83885582,Slc5a4a
13879,chr13-83884683-83885582,Prmt2
13880,chr13-83884683-83885582,S100b
13881,chr13-83884683-83885582,Dip2a
13882,chr13-83884683-83885582,Gm16240
13883,chr13-83884683-83885582,Pcnt
13884,chr13-83884683-83885582,1700094J05Rik
13885,chr13-83884683-83885582,2610028H24Rik
13886,chr13-83884683-83885582,Ybey
13887,chr13-83884683-83885582,Mcm3ap
13888,chr13-83884683-83885582,Lss
13889,chr13-83884683-83885582,4930483K19Rik
13890,chr13-83884683-83885582,Spatc1l
13891,chr13-83884683-83885582,Gm15343
13892,chr13-83884683-83885582,Ftcd
13893,chr13-83884683-83885582,Col6a2
13894,chr13-83884683-83885582,Col6a1
13895,chr13-83884683-83885582,Gm48276
13896,chr13-83884683-83885582,Pcbp3
13897,chr13-83884683-83885582,Gm35721
13898,chr13-83884683-83885582,Slc19a1
13899,chr13-83884683-83885582,Col18a1
13900,chr13-83884683-83885582,Gm10941
13901,chr13-83884683-83885582,Pofut2
13902,chr13-83884683-83885582,Adarb1
13903,chr13-83884683-83885582,Fam207a
13904,chr13-83884683-83885582,Itgb2
13905,chr13-83884683-83885582,Pttg1ip
13906,chr13-83884683-83885582,Sumo3
13907,chr13-83884683-83885582,Ube2g2
13908,chr13-83884683-83885582,Tspear
13909,chr13-83884683-83885582,Lrrc3
13910,chr13-83884683-83885582,Trpm2
13911,chr13-83884683-83885582,Cfap410
13912,chr13-83884683-83885582,Pfkl
13913,chr13-83884683-83885582,Aire
13914,chr13-83884683-83885582,Dnmt3l
13915,chr13-83884683-83885582,Icosl
13916,chr13-83884683-83885582,Gm47922
13917,chr13-83884683-83885582,Gatd3a
13918,chr13-83884683-83885582,Pwp2
13919,chr13-83884683-83885582,Trappc10
13920,chr13-83884683-83885582,Gm30122
13921,chr13-83884683-83885582,Agpat3
13922,chr13-83884683-83885582,Gm40709
13923,chr13-83884683-83885582,Rrp1
13924,chr13-83884683-83885582,Cstb
13925,chr13-83884683-83885582,4921516A02Rik
13926,chr13-83884683-83885582,Pdxk
13927,chr13-83884683-83885582,Gm47944
13928,chr13-83884683-83885582,Ilvbl
13929,chr13-83884683-83885582,Syde1
13930,chr13-83884683-83885582,Ccdc105
13931,chr13-83884683-83885582,Gm30400
13932,chr13-83884683-83885582,Slc1a6
13933,chr13-83884683-83885582,Olfr1356
13934,chr13-83884683-83885582,Olfr1354
13935,chr13-83884683-83885582,Gm47343
13936,chr13-83884683-83885582,Olfr1351
13937,chr13-83884683-83885582,Olfr57
13938,chr13-83884683-83885582,2610008E11Rik
13939,chr13-83884683-83885582,Vmn2r80
13940,chr13-83884683-83885582,Vmn2r81
13941,chr13-83884683-83885582,Vmn2r82
13942,chr13-83884683-83885582,Vmn2r83
13943,chr13-83884683-83885582,Plpp2
13944,chr13-83884683-83885582,Mier2
13945,chr13-83884683-83885582,Theg
13946,chr13-83884683-83885582,C2cd4c
13947,chr13-83884683-83885582,Shc2
13948,chr13-83884683-83885582,Gm47163
13949,chr13-83884683-83885582,Madcam1
13950,chr13-83884683-83885582,Tpgs1
13951,chr13-83884683-83885582,Cdc34
13952,chr13-83884683-83885582,Gzmm
13953,chr13-83884683-83885582,Bsg
13954,chr13-83884683-83885582,Hcn2
13955,chr13-83884683-83885582,Polrmt
13956,chr13-83884683-83885582,Fgf22
13957,chr13-83884683-83885582,Rnf126
13958,chr13-83884683-83885582,Fstl3
13959,chr13-83884683-83885582,Prss57
13960,chr13-83884683-83885582,Palm
13961,chr13-83884683-83885582,Gm48495
13962,chr13-83884683-83885582,Misp
13963,chr13-83884683-83885582,E130317F20Rik
13964,chr13-83884683-83885582,Ptbp1
13965,chr13-83884683-83885582,Plppr3
13966,chr13-83884683-83885582,Gm17134
13967,chr13-83884683-83885582,Prtn3
13968,chr13-83884683-83885582,Med16
13969,chr13-83884683-83885582,R3hdm4
13970,chr13-83884683-83885582,Gm26602
13971,chr13-83884683-83885582,Kiss1r
13972,chr13-83884683-83885582,Arid3a
13973,chr13-83884683-83885582,Wdr18
13974,chr13-83884683-83885582,Grin3b
13975,chr13-83884683-83885582,Tmem259
13976,chr13-83884683-83885582,Cnn2
13977,chr13-83884683-83885582,Abca7
13978,chr13-83884683-83885582,Arhgap45
13979,chr13-83884683-83885582,Polr2e
13980,chr13-83884683-83885582,Gpx4
13981,chr13-83884683-83885582,Sbno2
13982,chr13-83884683-83885582,Stk11
13983,chr13-83884683-83885582,Cbarp
13984,chr13-83884683-83885582,Atp5d
13985,chr13-83884683-83885582,Midn
13986,chr13-83884683-83885582,Cirbp
13987,chr13-83884683-83885582,1600002K03Rik
13988,chr13-83884683-83885582,Efna2
13989,chr13-83884683-83885582,Pwwp3a
13990,chr13-83884683-83885582,Ndufs7
13991,chr13-83884683-83885582,Gamt
13992,chr13-83884683-83885582,Dazap1
13993,chr13-83884683-83885582,Gm15122
13994,chr13-83884683-83885582,Rps15
13995,chr13-83884683-83885582,Apc2
13996,chr13-83884683-83885582,2310011J03Rik
13997,chr13-83884683-83885582,Pcsk4
13998,chr13-83884683-83885582,Reep6
13999,chr13-83884683-83885582,Adamtsl5
14000,chr13-83884683-83885582,Plk5
14001,chr13-83884683-83885582,Gm15124
14002,chr13-83884683-83885582,Mex3d
14003,chr13-83884683-83885582,Mbd3
14004,chr13-83884683-83885582,Uqcr11
14005,chr13-83884683-83885582,Tcf3
14006,chr13-83884683-83885582,Onecut3
14007,chr13-83884683-83885582,Atp8b3
14008,chr13-83884683-83885582,Rexo1
14009,chr13-83884683-83885582,Klf16
14010,chr13-83884683-83885582,Abhd17a
14011,chr13-83884683-83885582,Gm29093
14012,chr13-83884683-83885582,Scamp4
14013,chr13-83884683-83885582,Adat3
14014,chr13-83884683-83885582,Gm49322
14015,chr13-83884683-83885582,Csnk1g2
14016,chr13-83884683-83885582,Btbd2
14017,chr13-83884683-83885582,Mknk2
14018,chr13-83884683-83885582,Mob3a
14019,chr13-83884683-83885582,Izumo4
14020,chr13-83884683-83885582,Ap3d1
14021,chr13-83884683-83885582,Dot1l
14022,chr13-83884683-83885582,Gm17151
14023,chr13-83884683-83885582,Plekhj1
14024,chr13-83884683-83885582,Sf3a2
14025,chr13-83884683-83885582,Amh
14026,chr13-83884683-83885582,Jsrp1
14027,chr13-83884683-83885582,Oaz1
14028,chr13-83884683-83885582,Lingo3
14029,chr13-83884683-83885582,Lsm7
14030,chr13-83884683-83885582,Sppl2b
14031,chr13-83884683-83885582,Tmprss9
14032,chr13-83884683-83885582,Timm13
14033,chr13-83884683-83885582,Lmnb2
14034,chr13-83884683-83885582,Gadd45b
14035,chr13-83884683-83885582,Gng7
14036,chr13-83884683-83885582,Diras1
14037,chr13-83884683-83885582,Gm16099
14038,chr13-83884683-83885582,Slc39a3
14039,chr13-83884683-83885582,Sgta
14040,chr13-83884683-83885582,Thop1
14041,chr13-83884683-83885582,Creb3l3
14042,chr13-83884683-83885582,Map2k2
14043,chr13-83884683-83885582,Zbtb7a
14044,chr13-83884683-83885582,Pias4
14045,chr13-83884683-83885582,Eef2
14046,chr13-83884683-83885582,Dapk3
14047,chr13-83884683-83885582,Atcayos
14048,chr13-83884683-83885582,Nmrk2
14049,chr13-83884683-83885582,Atcay
14050,chr13-83884683-83885582,Zfr2
14051,chr13-83884683-83885582,Matk
14052,chr13-83884683-83885582,Mrpl54
14053,chr13-83884683-83885582,Apba3
14054,chr13-83884683-83885582,Tjp3
14055,chr13-83884683-83885582,Pip5k1c
14056,chr13-83884683-83885582,Gm16315
14057,chr13-83884683-83885582,Cactin
14058,chr13-83884683-83885582,Tbxa2r
14059,chr13-83884683-83885582,Hmg20b
14060,chr13-83884683-83885582,Mfsd12
14061,chr13-83884683-83885582,4930404N11Rik
14062,chr13-83884683-83885582,Fzr1
14063,chr13-83884683-83885582,Dohh
14064,chr13-83884683-83885582,Gm48552
14065,chr13-83884683-83885582,Smim24
14066,chr13-83884683-83885582,Nfic
14067,chr13-83884683-83885582,Gm16104
14068,chr13-83884683-83885582,Celf5
14069,chr13-83884683-83885582,Gm16105
14070,chr13-83884683-83885582,Ncln
14071,chr13-83884683-83885582,S1pr4
14072,chr13-83884683-83885582,Gna15
14073,chr13-83884683-83885582,Gna11
14074,chr13-83884683-83885582,Tle5
14075,chr13-83884683-83885582,Tle2
14076,chr13-83884683-83885582,Tle6
14077,chr13-83884683-83885582,BC025920
14078,chr13-83884683-83885582,Sirt6
14079,chr13-83884683-83885582,Ankrd24
14080,chr13-83884683-83885582,Gm10778
14081,chr13-83884683-83885582,Zfp433
14082,chr13-83884683-83885582,Gm3055
14083,chr13-83884683-83885582,Gm32687
14084,chr13-83884683-83885582,Zfp781
14085,chr13-83884683-83885582,Zfp873
14086,chr13-83884683-83885582,BC024063
14087,chr13-83884683-83885582,AU041133
14088,chr13-83884683-83885582,Gm15608
14089,chr13-83884683-83885582,Zfp938
14090,chr13-83884683-83885582,Gm4924
14091,chr13-83884683-83885582,1190007I07Rik
14092,chr13-83884683-83885582,Tdg
14093,chr13-83884683-83885582,Glt8d2
14094,chr13-83884683-83885582,Hcfc2
14095,chr13-83884683-83885582,Nfyb
14096,chr13-83884683-83885582,Gm47561
14097,chr13-83884683-83885582,Txnrd1
14098,chr13-83884683-83885582,Gm38560
14099,chr13-83884683-83885582,Eid3
14100,chr13-83884683-83885582,Chst11
14101,chr13-83884683-83885582,1700025N21Rik
14102,chr13-83884683-83885582,Slc41a2
14103,chr13-83884683-83885582,D10Wsu102e
14104,chr13-83884683-83885582,Aldh1l2
14105,chr13-83884683-83885582,Washc4
14106,chr13-83884683-83885582,Appl2
14107,chr13-83884683-83885582,1500009L16Rik
14108,chr13-83884683-83885582,C230099D08Rik
14109,chr13-83884683-83885582,Gm34184
14110,chr13-83884683-83885582,Nuak1
14111,chr13-83884683-83885582,Gm47962
14112,chr13-83884683-83885582,4930463O16Rik
14113,chr13-83884683-83885582,E230014E18Rik
14114,chr13-83884683-83885582,Ckap4
14115,chr13-83884683-83885582,Platr7
14116,chr13-83884683-83885582,Tcp11l2
14117,chr13-83884683-83885582,Gm17249
14118,chr13-83884683-83885582,Polr3b
14119,chr13-83884683-83885582,Rfx4
14120,chr13-83884683-83885582,Ric8b
14121,chr13-83884683-83885582,Fhl4
14122,chr13-83884683-83885582,Tmem263
14123,chr13-83884683-83885582,Mterf2
14124,chr13-83884683-83885582,Cry1
14125,chr13-83884683-83885582,Gm38575
14126,chr13-83884683-83885582,Btbd11
14127,chr13-83884683-83885582,Pwp1
14128,chr13-83884683-83885582,Prdm4
14129,chr13-83884683-83885582,Ascl4
14130,chr13-83884683-83885582,Rtcb
14131,chr13-83884683-83885582,Bpifc
14132,chr13-83884683-83885582,A230060F14Rik
14133,chr13-83884683-83885582,Fbxo7
14134,chr13-83884683-83885582,Syn3
14135,chr13-83884683-83885582,4930486F22Rik
14136,chr13-83884683-83885582,Gm15990
14137,chr13-83884683-83885582,Timp3
14138,chr13-83884683-83885582,Gm6729
14139,chr13-83884683-83885582,Gm48485
14140,chr13-83884683-83885582,Hsp90b1
14141,chr13-83884683-83885582,Gm15344
14142,chr13-83884683-83885582,Ttc41
14143,chr13-83884683-83885582,Nt5dc3
14144,chr13-83884683-83885582,Gm16268
14145,chr13-83884683-83885582,Stab2
14146,chr13-83884683-83885582,Gm16271
14147,chr13-83884683-83885582,1700113H08Rik
14148,chr13-83884683-83885582,4930555G07Rik
14149,chr13-83884683-83885582,Ascl1
14150,chr13-83884683-83885582,Pah
14151,chr13-83884683-83885582,Igf1os
14152,chr13-83884683-83885582,Igf1
14153,chr13-83884683-83885582,Gm48306
14154,chr13-83884683-83885582,Parpbp
14155,chr13-83884683-83885582,4921515L22Rik
14156,chr13-83884683-83885582,Nup37
14157,chr13-83884683-83885582,Washc3
14158,chr13-83884683-83885582,Dram1
14159,chr13-83884683-83885582,Gnptab
14160,chr13-83884683-83885582,Gm16235
14161,chr13-83884683-83885582,Chpt1
14162,chr13-83884683-83885582,Sycp3
14163,chr13-83884683-83885582,Mybpc1
14164,chr13-83884683-83885582,Spic
14165,chr13-83884683-83885582,Arl1
14166,chr13-83884683-83885582,Utp20
14167,chr13-83884683-83885582,Slc5a8
14168,chr13-83884683-83885582,Ano4
14169,chr13-83884683-83885582,Gas2l3
14170,chr13-83884683-83885582,Nr1h4
14171,chr13-83884683-83885582,Slc17a8
14172,chr13-83884683-83885582,Scyl2
14173,chr13-83884683-83885582,1500026H17Rik
14174,chr13-83884683-83885582,Actr6
14175,chr13-83884683-83885582,Uhrf1bp1l
14176,chr13-83884683-83885582,Anks1b
14177,chr13-83884683-83885582,Gm47591
14178,chr13-83884683-83885582,Apaf1
14179,chr13-83884683-83885582,Ikbip
14180,chr13-83884683-83885582,Slc25a3
14181,chr13-83884683-83885582,Tmpo
14182,chr13-83884683-83885582,Gm31592
14183,chr13-83884683-83885582,Rmst
14184,chr13-83884683-83885582,Gm20757
14185,chr13-83884683-83885582,Gm31822
14186,chr13-83884683-83885582,Nedd1
14187,chr13-83884683-83885582,Cfap54
14188,chr13-83884683-83885582,Gm32468
14189,chr13-83884683-83885582,Cdk17
14190,chr13-83884683-83885582,Elk3
14191,chr13-83884683-83885582,Gm32688
14192,chr13-83884683-83885582,Gm17745
14193,chr13-83884683-83885582,Lta4h
14194,chr13-83884683-83885582,Hal
14195,chr13-83884683-83885582,Amdhd1
14196,chr13-83884683-83885582,Ccdc38
14197,chr13-83884683-83885582,Snrpf
14198,chr13-83884683-83885582,4933408J17Rik
14199,chr13-83884683-83885582,Gm47156
14200,chr13-83884683-83885582,Ntn4
14201,chr13-83884683-83885582,Gm15915
14202,chr13-83884683-83885582,Gm15963
14203,chr13-83884683-83885582,Usp44
14204,chr13-83884683-83885582,Metap2
14205,chr13-83884683-83885582,Vezt
14206,chr13-83884683-83885582,Fgd6
14207,chr13-83884683-83885582,Nr2c1
14208,chr13-83884683-83885582,Ndufa12
14209,chr13-83884683-83885582,Gm4792
14210,chr13-83884683-83885582,Tmcc3
14211,chr13-83884683-83885582,Gm16155
14212,chr13-83884683-83885582,Tmcc3os
14213,chr13-83884683-83885582,Gm48657
14214,chr13-83884683-83885582,Cep83os
14215,chr13-83884683-83885582,Cep83
14216,chr13-83884683-83885582,Gm48689
14217,chr13-83884683-83885582,Plxnc1
14218,chr13-83884683-83885582,Gm29684
14219,chr13-83884683-83885582,Gm33091
14220,chr13-83884683-83885582,Cradd
14221,chr13-83884683-83885582,Gm48882
14222,chr13-83884683-83885582,2310039L15Rik
14223,chr13-83884683-83885582,Socs2
14224,chr13-83884683-83885582,5730420D15Rik
14225,chr13-83884683-83885582,Gm47599
14226,chr13-83884683-83885582,Mrpl42
14227,chr13-83884683-83885582,Ube2n
14228,chr13-83884683-83885582,Nudt4
14229,chr13-83884683-83885582,Anapc15-ps
14230,chr13-83884683-83885582,Gm47708
14231,chr13-83884683-83885582,4732465J04Rik
14232,chr13-83884683-83885582,Gm47719
14233,chr13-83884683-83885582,Gm33543
14234,chr13-83884683-83885582,Gm47725
14235,chr13-83884683-83885582,Eea1
14236,chr13-83884683-83885582,Gm5426
14237,chr13-83884683-83885582,Gm48427
14238,chr13-83884683-83885582,Gm33782
14239,chr13-83884683-83885582,Gm48505
14240,chr13-83884683-83885582,Gm33843
14241,chr13-83884683-83885582,Btg1
14242,chr13-83884683-83885582,Gm48521
14243,chr13-83884683-83885582,Gm33981
14244,chr13-83884683-83885582,4930556N09Rik
14245,chr13-83884683-83885582,Dcn
14246,chr13-83884683-83885582,Lum
14247,chr13-83884683-83885582,Epyc
14248,chr13-83884683-83885582,Gm10754
14249,chr13-83884683-83885582,4930525C09Rik
14250,chr13-83884683-83885582,C030005K15Rik
14251,chr13-83884683-83885582,Gm8633
14252,chr13-83884683-83885582,Gm34297
14253,chr13-83884683-83885582,Gm5427
14254,chr13-83884683-83885582,Atp2b1
14255,chr13-83884683-83885582,Gm48768
14256,chr13-83884683-83885582,Poc1b
14257,chr13-83884683-83885582,Galnt4
14258,chr13-83884683-83885582,Phxr2
14259,chr13-83884683-83885582,Gm16239
14260,chr13-83884683-83885582,Gm34574
14261,chr13-83884683-83885582,Gm34777
14262,chr13-83884683-83885582,Dusp6
14263,chr13-83884683-83885582,Gm34921
14264,chr13-83884683-83885582,Gm48089
14265,chr13-83884683-83885582,B530045E10Rik
14266,chr13-83884683-83885582,Gm34983
14267,chr13-83884683-83885582,Gm20110
14268,chr13-83884683-83885582,Gm47578
14269,chr13-83884683-83885582,Gm35206
14270,chr13-83884683-83885582,Kitl
14271,chr13-83884683-83885582,Gm35533
14272,chr13-83884683-83885582,Tmtc3
14273,chr13-83884683-83885582,Cep290
14274,chr13-83884683-83885582,4930430F08Rik
14275,chr13-83884683-83885582,Gm47956
14276,chr13-83884683-83885582,1700017N19Rik
14277,chr13-83884683-83885582,Gm35722
14278,chr13-83884683-83885582,Mgat4c
14279,chr13-83884683-83885582,Gm47031
14280,chr13-83884683-83885582,Gm47033
14281,chr13-83884683-83885582,Gm47101
14282,chr13-83884683-83885582,Nts
14283,chr13-83884683-83885582,Rassf9
14284,chr13-83884683-83885582,Alx1
14285,chr13-83884683-83885582,Lrriq1
14286,chr13-83884683-83885582,Slc6a15
14287,chr13-83884683-83885582,Gm47221
14288,chr13-83884683-83885582,Tmtc2
14289,chr13-83884683-83885582,Gm15663
14290,chr13-83884683-83885582,Mettl25
14291,chr13-83884683-83885582,Ccdc59
14292,chr13-83884683-83885582,Ppfia2
14293,chr13-83884683-83885582,4930532I03Rik
14294,chr13-83884683-83885582,Acss3
14295,chr13-83884683-83885582,Gm29674
14296,chr13-83884683-83885582,Lin7a
14297,chr13-83884683-83885582,Ptprq
14298,chr13-83884683-83885582,Otogl
14299,chr13-83884683-83885582,Gm29685
14300,chr13-83884683-83885582,Ppp1r12a
14301,chr13-83884683-83885582,Pawr
14302,chr13-83884683-83885582,Gm36283
14303,chr13-83884683-83885582,Syt1
14304,chr13-83884683-83885582,Gm5136
14305,chr13-83884683-83885582,Nav3
14306,chr13-83884683-83885582,9230102K24Rik
14307,chr13-83884683-83885582,E2f7
14308,chr13-83884683-83885582,1700020G17Rik
14309,chr13-83884683-83885582,Csrp2
14310,chr13-83884683-83885582,Zdhhc17
14311,chr13-83884683-83885582,Osbpl8
14312,chr13-83884683-83885582,Bbs10
14313,chr13-83884683-83885582,Nap1l1
14314,chr13-83884683-83885582,Phlda1
14315,chr13-83884683-83885582,Gm28592
14316,chr13-83884683-83885582,4933440J02Rik
14317,chr13-83884683-83885582,Gm30624
14318,chr13-83884683-83885582,Gm47865
14319,chr13-83884683-83885582,Gm20758
14320,chr13-83884683-83885582,Krr1
14321,chr13-83884683-83885582,Glipr1
14322,chr13-83884683-83885582,Glipr1l1
14323,chr13-83884683-83885582,Glipr1l3
14324,chr13-83884683-83885582,Caps2
14325,chr13-83884683-83885582,Kcnc2
14326,chr13-83884683-83885582,1700010J16Rik
14327,chr13-83884683-83885582,Atxn7l3b
14328,chr13-83884683-83885582,Gm47532
14329,chr13-83884683-83885582,Trhde
14330,chr13-83884683-83885582,4930473D10Rik
14331,chr13-83884683-83885582,Gm15723
14332,chr13-83884683-83885582,Gm31182
14333,chr13-83884683-83885582,Tph2
14334,chr13-83884683-83885582,Tbc1d15
14335,chr13-83884683-83885582,Rab21
14336,chr13-83884683-83885582,Tmem19
14337,chr13-83884683-83885582,Thap2
14338,chr13-83884683-83885582,Zfc3h1
14339,chr13-83884683-83885582,Lgr5
14340,chr13-83884683-83885582,A930009A15Rik
14341,chr13-83884683-83885582,4930422I22Rik
14342,chr13-83884683-83885582,Tspan8
14343,chr13-83884683-83885582,Ptprr
14344,chr13-83884683-83885582,Taf7l2
14345,chr13-83884683-83885582,Ptprb
14346,chr13-83884683-83885582,Kcnmb4
14347,chr13-83884683-83885582,Kcnmb4os1
14348,chr13-83884683-83885582,Kcnmb4os2
14349,chr13-83884683-83885582,Cnot2
14350,chr13-83884683-83885582,5330438D12Rik
14351,chr13-83884683-83885582,1700030O20Rik
14352,chr13-83884683-83885582,4930579P08Rik
14353,chr13-83884683-83885582,Myrfl
14354,chr13-83884683-83885582,Rab3ip
14355,chr13-83884683-83885582,4933412E12Rik
14356,chr13-83884683-83885582,Best3
14357,chr13-83884683-83885582,Lrrc10
14358,chr13-83884683-83885582,Cct2
14359,chr13-83884683-83885582,Frs2
14360,chr13-83884683-83885582,4930423D24Rik
14361,chr13-83884683-83885582,Yeats4
14362,chr13-83884683-83885582,Gm48772
14363,chr13-83884683-83885582,9530003J23Rik
14364,chr13-83884683-83885582,Lyz2
14365,chr13-83884683-83885582,Lyz1
14366,chr13-83884683-83885582,Cpsf6
14367,chr13-83884683-83885582,Gm48903
14368,chr13-83884683-83885582,Gm40770
14369,chr13-83884683-83885582,Gm32141
14370,chr13-83884683-83885582,Cpm
14371,chr13-83884683-83885582,Mdm2
14372,chr13-83884683-83885582,Slc35e3
14373,chr13-83884683-83885582,Nup107
14374,chr13-83884683-83885582,Rap1b
14375,chr13-83884683-83885582,4933411E08Rik
14376,chr13-83884683-83885582,5330439M10Rik
14377,chr13-83884683-83885582,Mdm1
14378,chr13-83884683-83885582,Gm47958
14379,chr13-83884683-83885582,Il22
14380,chr13-83884683-83885582,Iltifb
14381,chr13-83884683-83885582,Ifngas1
14382,chr13-83884683-83885582,Dyrk2
14383,chr13-83884683-83885582,Gm38403
14384,chr13-83884683-83885582,Gm33677
14385,chr13-83884683-83885582,1700064J06Rik
14386,chr13-83884683-83885582,Gm47480
14387,chr13-83884683-83885582,Gm34045
14388,chr13-83884683-83885582,Cand1
14389,chr13-83884683-83885582,4930477N07Rik
14390,chr13-83884683-83885582,1700025F24Rik
14391,chr13-83884683-83885582,Grip1os3
14392,chr13-83884683-83885582,Grip1
14393,chr13-83884683-83885582,Gm47027
14394,chr13-83884683-83885582,Grip1os2
14395,chr13-83884683-83885582,Grip1os1
14396,chr13-83884683-83885582,Helb
14397,chr13-83884683-83885582,Irak3
14398,chr13-83884683-83885582,Gm47009
14399,chr13-83884683-83885582,Tmbim4
14400,chr13-83884683-83885582,Llph
14401,chr13-83884683-83885582,Hmga2
14402,chr13-83884683-83885582,1700006J14Rik
14403,chr13-83884683-83885582,9230105E05Rik
14404,chr13-83884683-83885582,4930471E19Rik
14405,chr13-83884683-83885582,4921513I03Rik
14406,chr13-83884683-83885582,Msrb3
14407,chr13-83884683-83885582,Gm15910
14408,chr13-83884683-83885582,Gm4473
14409,chr13-83884683-83885582,Lemd3
14410,chr13-83884683-83885582,Wif1
14411,chr13-83884683-83885582,4930432O09Rik
14412,chr13-83884683-83885582,Tbc1d30
14413,chr13-83884683-83885582,Gm48435
14414,chr13-83884683-83885582,Gns
14415,chr13-83884683-83885582,Rassf3
14416,chr13-83884683-83885582,Gm46204
14417,chr13-83884683-83885582,Gm35696
14418,chr13-83884683-83885582,Tbk1
14419,chr13-83884683-83885582,Xpot
14420,chr13-83884683-83885582,D930020B18Rik
14421,chr13-83884683-83885582,BC048403
14422,chr13-83884683-83885582,Srgap1
14423,chr13-83884683-83885582,Rxylt1
14424,chr13-83884683-83885582,Gm4489
14425,chr13-83884683-83885582,Gm36041
14426,chr13-83884683-83885582,Gm48877
14427,chr13-83884683-83885582,Avpr1a
14428,chr13-83884683-83885582,A130077B15Rik
14429,chr13-83884683-83885582,Ppm1h
14430,chr13-83884683-83885582,Gm36208
14431,chr13-83884683-83885582,Mon2
14432,chr13-83884683-83885582,Usp15
14433,chr13-83884683-83885582,Gm4129
14434,chr13-83884683-83885582,Tafa2
14435,chr13-83884683-83885582,Gm47839
14436,chr13-83884683-83885582,Slc16a7
14437,chr13-83884683-83885582,Gm45604
14438,chr13-83884683-83885582,Lrig3
14439,chr13-83884683-83885582,Gm40797
14440,chr13-83884683-83885582,Gm47966
14441,chr13-83884683-83885582,4930484H19Rik
14442,chr13-83884683-83885582,Atp23
14443,chr13-83884683-83885582,Gm49335
14444,chr13-83884683-83885582,Gm47972
14445,chr13-83884683-83885582,Ctdsp2
14446,chr13-83884683-83885582,Avil
14447,chr13-83884683-83885582,Tsfm
14448,chr13-83884683-83885582,Eef1akmt3
14449,chr13-83884683-83885582,Mettl1
14450,chr13-83884683-83885582,Cyp27b1
14451,chr13-83884683-83885582,9-Mar
14452,chr13-83884683-83885582,Cdk4
14453,chr13-83884683-83885582,Tspan31
14454,chr13-83884683-83885582,A730063M14Rik
14455,chr13-83884683-83885582,Agap2
14456,chr13-83884683-83885582,Os9
14457,chr13-83884683-83885582,B4galnt1
14458,chr13-83884683-83885582,Slc26a10
14459,chr13-83884683-83885582,Arhgef25
14460,chr13-83884683-83885582,Dtx3
14461,chr13-83884683-83885582,F420014N23Rik
14462,chr13-83884683-83885582,Pip4k2c
